IDENTIFIER,Entrez Gene,,,,,,,,,,,,,,,,,,,,,
10-Sep,151011,,,,,,,,,,,,,,,,,,,,,
CDC42EP4,23580,,,,,,,,,,,,,,,,,,,,,
NOTCH2NL,388677,,,,,,,,,,,,,,,,,,,,,
ANKRD36,375248,,,,,,,,,,,,,,,,,,,,,
DIXDC1,85458,,,,,,,,,,,,,,,,,,,,,
SBSPON,157869,,,,,,,,,,,,,,,,,,,,,
ADD1,118,,,,,,,,,,,,,,,,,,,,,
BRCA2,675,,,,,,,,,,,,,,,,,,,,,
SMARCA4,6597,,,,,,,,,,,,,,,,,,,,,
TWISTNB,221830,,,,,,,,,,,,,,,,,,,,,
GLG1,2734,,,,,,,,,,,,,,,,,,,,,
AB037854,---,,,,,,,,,,,,,,,,,,,,,
SP1,6667,,,,,,,,,,,,,,,,,,,,,
YIPF1,54432,,,,,,,,,,,,,,,,,,,,,
EXPH5,23086,,,,,,,,,,,,,,,,,,,,,
IPCEF1,26034,,,,,,,,,,,,,,,,,,,,,
ADD1,118,,,,,,,,,,,,,,,,,,,,,
HNRNPC,3183,,,,,,,,,,,,,,,,,,,,,
NEK9,91754,,,,,,,,,,,,,,,,,,,,,
LRCH3,84859,,,,,,,,,,,,,,,,,,,,,
UPK3BL,84820,246721,548644,100134938,,,,,,,,,,,,,,,,,,
LOC100506639,7690,100506639,,,,,,,,,,,,,,,,,,,,
CEP131,22994,,,,,,,,,,,,,,,,,,,,,
CUX1,1523,,,,,,,,,,,,,,,,,,,,,
SNORA21,9349,619505,,,,,,,,,,,,,,,,,,,,
PLCH1,23007,,,,,,,,,,,,,,,,,,,,,
ZNF467,168544,,,,,,,,,,,,,,,,,,,,,
ZBED4,9889,,,,,,,,,,,,,,,,,,,,,
N4BP2L2,10443,,,,,,,,,,,,,,,,,,,,,
ARMCX6,54470,,,,,,,,,,,,,,,,,,,,,
PLAC4,191585,,,,,,,,,,,,,,,,,,,,,
ZNF468,90333,,,,,,,,,,,,,,,,,,,,,
FLNA,2316,,,,,,,,,,,,,,,,,,,,,
N4BP2L2,10443,,,,,,,,,,,,,,,,,,,,,
TET3,200424,,,,,,,,,,,,,,,,,,,,,
UAP1L1,91373,,,,,,,,,,,,,,,,,,,,,
PMS2P1,5379,,,,,,,,,,,,,,,,,,,,,
PMS2P2,5380,,,,,,,,,,,,,,,,,,,,,
DCAF4,26094,,,,,,,,,,,,,,,,,,,,,
WTAP,9589,,,,,,,,,,,,,,,,,,,,,
ZNF337,26152,,,,,,,,,,,,,,,,,,,,,
ZNF423,23090,,,,,,,,,,,,,,,,,,,,,
ATP6V1G2,534,,,,,,,,,,,,,,,,,,,,,
ACOT11,26027,,,,,,,,,,,,,,,,,,,,,
RRP15,51018,,,,,,,,,,,,,,,,,,,,,
NAAA,27163,,,,,,,,,,,,,,,,,,,,,
AHCTF1,25909,,,,,,,,,,,,,,,,,,,,,
HSPB6,126393,,,,,,,,,,,,,,,,,,,,,
IGKC,---,,,,,,,,,,,,,,,,,,,,,
CLCN4,1183,,,,,,,,,,,,,,,,,,,,,
MSR1,4481,,,,,,,,,,,,,,,,,,,,,
MPRIP,23164,,,,,,,,,,,,,,,,,,,,,
KIAA1549L,25758,,,,,,,,,,,,,,,,,,,,,
TIPRL,261726,,,,,,,,,,,,,,,,,,,,,
TOX3,27324,,,,,,,,,,,,,,,,,,,,,
N4BP3,23138,,,,,,,,,,,,,,,,,,,,,
XYLB,9942,,,,,,,,,,,,,,,,,,,,,
IGKC,---,,,,,,,,,,,,,,,,,,,,,
MEGF8,1954,,,,,,,,,,,,,,,,,,,,,
SGSM3,27352,,,,,,,,,,,,,,,,,,,,,
MYO9B,4650,,,,,,,,,,,,,,,,,,,,,
AL162013,---,,,,,,,,,,,,,,,,,,,,,
CTTN,2017,,,,,,,,,,,,,,,,,,,,,
ANXA11,311,,,,,,,,,,,,,,,,,,,,,
XPO6,23214,,,,,,,,,,,,,,,,,,,,,
VPS13A,23230,,,,,,,,,,,,,,,,,,,,,
MAP3K1,4214,,,,,,,,,,,,,,,,,,,,,
DENND4A,10260,,,,,,,,,,,,,,,,,,,,,
DDN,23109,,,,,,,,,,,,,,,,,,,,,
SRSF8,10929,,,,,,,,,,,,,,,,,,,,,
SENP6,26054,,,,,,,,,,,,,,,,,,,,,
SP140L,93349,,,,,,,,,,,,,,,,,,,,,
VAMP2,6844,,,,,,,,,,,,,,,,,,,,,
DUSP7,1849,,,,,,,,,,,,,,,,,,,,,
PA2G4,5036,,,,,,,,,,,,,,,,,,,,,
ZMYND8,23613,,,,,,,,,,,,,,,,,,,,,
LOC101927137,57604,,,,,,,,,,,,,,,,,,,,,
CDK18,5129,,,,,,,,,,,,,,,,,,,,,
ATP2C2,9914,,,,,,,,,,,,,,,,,,,,,
NFASC,23114,,,,,,,,,,,,,,,,,,,,,
BTF3,689,,,,,,,,,,,,,,,,,,,,,
TOR1AIP2,163590,,,,,,,,,,,,,,,,,,,,,
EXOC7,23265,,,,,,,,,,,,,,,,,,,,,
CDH6,1004,,,,,,,,,,,,,,,,,,,,,
CENPI,2491,,,,,,,,,,,,,,,,,,,,,
SNORD10,1973,26781,652965,652966,,,,,,,,,,,,,,,,,,
BICD1,636,,,,,,,,,,,,,,,,,,,,,
PLXDC2,100509635,,,,,,,,,,,,,,,,,,,,,
AU147851,100996615,,,,,,,,,,,,,,,,,,,,,
LOC100294145,100294145,,,,,,,,,,,,,,,,,,,,,
RIMBP2,23504,,,,,,,,,,,,,,,,,,,,,
MOB1A,55233,,,,,,,,,,,,,,,,,,,,,
ZNF75D,7626,,,,,,,,,,,,,,,,,,,,,
YTHDC1,91746,,,,,,,,,,,,,,,,,,,,,
TRIM33,51592,,,,,,,,,,,,,,,,,,,,,
FAAP24,91442,,,,,,,,,,,,,,,,,,,,,
UNC13A,23025,,,,,,,,,,,,,,,,,,,,,
CCDC57,284001,,,,,,,,,,,,,,,,,,,,,
IQSEC2,23096,,,,,,,,,,,,,,,,,,,,,
BRWD1,54014,,,,,,,,,,,,,,,,,,,,,
SLC25A4,291,,,,,,,,,,,,,,,,,,,,,
BRINP2,57795,,,,,,,,,,,,,,,,,,,,,
ZNF204P,7754,,,,,,,,,,,,,,,,,,,,,
Z73903,---,,,,,,,,,,,,,,,,,,,,,
FAM155A,728215,,,,,,,,,,,,,,,,,,,,,
PDE12,201626,,,,,,,,,,,,,,,,,,,,,
PARD6B,84612,,,,,,,,,,,,,,,,,,,,,
RRP7BP,27341,91695,,,,,,,,,,,,,,,,,,,,
AASS,10157,,,,,,,,,,,,,,,,,,,,,
SLC38A6,145389,,,,,,,,,,,,,,,,,,,,,
ELK4,2005,,,,,,,,,,,,,,,,,,,,,
HNF4A,3172,,,,,,,,,,,,,,,,,,,,,
TMEM63A,9725,,,,,,,,,,,,,,,,,,,,,
PWAR5,8123,,,,,,,,,,,,,,,,,,,,,
SUCLG2,8801,,,,,,,,,,,,,,,,,,,,,
IGK,3514,50802,,,,,,,,,,,,,,,,,,,,
ALB,213,,,,,,,,,,,,,,,,,,,,,
SFT2D2,375035,,,,,,,,,,,,,,,,,,,,,
MIR124-1,157627,406907,,,,,,,,,,,,,,,,,,,,
TOM1L2,146691,,,,,,,,,,,,,,,,,,,,,
CNIH3,149111,,,,,,,,,,,,,,,,,,,,,
ALB,213,,,,,,,,,,,,,,,,,,,,,
USP33,23032,,,,,,,,,,,,,,,,,,,,,
DOK5,55816,,,,,,,,,,,,,,,,,,,,,
CALU,813,,,,,,,,,,,,,,,,,,,,,
ALPK3,57538,,,,,,,,,,,,,,,,,,,,,
GPSM3,63940,,,,,,,,,,,,,,,,,,,,,
YWHAZ,7534,,,,,,,,,,,,,,,,,,,,,
KCTD20,222658,,,,,,,,,,,,,,,,,,,,,
SMA4,11039,,,,,,,,,,,,,,,,,,,,,
HNF4A,3172,,,,,,,,,,,,,,,,,,,,,
VPS13A,23230,,,,,,,,,,,,,,,,,,,,,
SHC1,6464,,,,,,,,,,,,,,,,,,,,,
214854_at,---,,,,,,,,,,,,,,,,,,,,,
RALGAPA1,253959,,,,,,,,,,,,,,,,,,,,,
SPTBN1,6711,,,,,,,,,,,,,,,,,,,,,
RPARP-AS1,100505761,,,,,,,,,,,,,,,,,,,,,
PP14571,100130449,,,,,,,,,,,,,,,,,,,,,
FSTL4,23105,,,,,,,,,,,,,,,,,,,,,
SLC9A7,84679,,,,,,,,,,,,,,,,,,,,,
KDM4C,23081,,,,,,,,,,,,,,,,,,,,,
TET1,---,,,,,,,,,,,,,,,,,,,,,
214863_at,---,,,,,,,,,,,,,,,,,,,,,
GRHPR,9380,,,,,,,,,,,,,,,,,,,,,
DOT1L,84444,,,,,,,,,,,,,,,,,,,,,
PLAUR,5329,,,,,,,,,,,,,,,,,,,,,
ZSWIM8-AS1,100507331,,,,,,,,,,,,,,,,,,,,,
PIWIL1,9271,,,,,,,,,,,,,,,,,,,,,
GAPVD1,26130,,,,,,,,,,,,,,,,,,,,,
LOC102724993,9284,339044,642778,642799,100288332,101059938,101059953,101060412,,,,,,,,,,,,,,
LOC100287590,100287590,,,,,,,,,,,,,,,,,,,,,
RIF1,55183,,,,,,,,,,,,,,,,,,,,,
LRP5L,91355,,,,,,,,,,,,,,,,,,,,,
PKP4,8502,,,,,,,,,,,,,,,,,,,,,
APLP2,334,,,,,,,,,,,,,,,,,,,,,
TUBGCP5,114791,,,,,,,,,,,,,,,,,,,,,
CDKAL1,54901,,,,,,,,,,,,,,,,,,,,,
LOC101929740,7587,,,,,,,,,,,,,,,,,,,,,
USF2,7392,,,,,,,,,,,,,,,,,,,,,
CALD1,800,,,,,,,,,,,,,,,,,,,,,
UBTF,7343,,,,,,,,,,,,,,,,,,,,,
MIR636,6427,693221,,,,,,,,,,,,,,,,,,,,
THRA,7067,,,,,,,,,,,,,,,,,,,,,
MCF2,4168,,,,,,,,,,,,,,,,,,,,,
KAT8,84148,,,,,,,,,,,,,,,,,,,,,
N4BP2L1,90634,,,,,,,,,,,,,,,,,,,,,
N4BP2L1,90634,,,,,,,,,,,,,,,,,,,,,
CAPN2,824,,,,,,,,,,,,,,,,,,,,,
FAM149A,25854,,,,,,,,,,,,,,,,,,,,,
FAM149A,25854,,,,,,,,,,,,,,,,,,,,,
FBXO21,23014,,,,,,,,,,,,,,,,,,,,,
CACTIN,58509,,,,,,,,,,,,,,,,,,,,,
HCN2,610,,,,,,,,,,,,,,,,,,,,,
MACF1,23499,,,,,,,,,,,,,,,,,,,,,
ADAM10,102,,,,,,,,,,,,,,,,,,,,,
LINC01314,---,,,,,,,,,,,,,,,,,,,,,
AB007975,---,,,,,,,,,,,,,,,,,,,,,
MUC3B,57876,,,,,,,,,,,,,,,,,,,,,
ZNF780B,163131,,,,,,,,,,,,,,,,,,,,,
ZKSCAN1,7586,,,,,,,,,,,,,,,,,,,,,
ZNF8,7554,,,,,,,,,,,,,,,,,,,,,
LPP,---,,,,,,,,,,,,,,,,,,,,,
SYT2,127833,,,,,,,,,,,,,,,,,,,,,
ZNF41,7592,,,,,,,,,,,,,,,,,,,,,
RASGRF1,5923,,,,,,,,,,,,,,,,,,,,,
N4BP2L1,90634,,,,,,,,,,,,,,,,,,,,,
CEACAM21,90273,,,,,,,,,,,,,,,,,,,,,
TRRAP,8295,,,,,,,,,,,,,,,,,,,,,
DDAH2,23564,,,,,,,,,,,,,,,,,,,,,
APOM,55937,,,,,,,,,,,,,,,,,,,,,
BRD2,6046,,,,,,,,,,,,,,,,,,,,,
AK022067,---,,,,,,,,,,,,,,,,,,,,,
ADAMTS3,9508,,,,,,,,,,,,,,,,,,,,,
FAM13C,220965,,,,,,,,,,,,,,,,,,,,,
ZNF362,149076,,,,,,,,,,,,,,,,,,,,,
IGHV3-23,3493,3494,3500,3502,3507,28396,28442,,,,,,,,,,,,,,,
PRKAA1,5562,,,,,,,,,,,,,,,,,,,,,
HNRNPM,4670,,,,,,,,,,,,,,,,,,,,,
ANKHD1-EIF4EBP3,8637,54882,404734,,,,,,,,,,,,,,,,,,,
THSD7A,221981,,,,,,,,,,,,,,,,,,,,,
KCNMA1,3778,,,,,,,,,,,,,,,,,,,,,
ZNF484,83744,,,,,,,,,,,,,,,,,,,,,
ATP6V1D,51382,,,,,,,,,,,,,,,,,,,,,
TRAK1,22906,,,,,,,,,,,,,,,,,,,,,
SPTAN1,6709,,,,,,,,,,,,,,,,,,,,,
SPTAN1,6709,,,,,,,,,,,,,,,,,,,,,
ITGBL1,9358,,,,,,,,,,,,,,,,,,,,,
OBSL1,23363,,,,,,,,,,,,,,,,,,,,,
KIAA1109,84162,,,,,,,,,,,,,,,,,,,,,
SLITRK5,26050,,,,,,,,,,,,,,,,,,,,,
SRPK2,6733,,,,,,,,,,,,,,,,,,,,,
KIDINS220,57498,,,,,,,,,,,,,,,,,,,,,
LOC100507353,773,,,,,,,,,,,,,,,,,,,,,
ATP9B,374868,,,,,,,,,,,,,,,,,,,,,
IL4I1,23636,259307,,,,,,,,,,,,,,,,,,,,
LRCH1,23143,,,,,,,,,,,,,,,,,,,,,
PCM1,5108,,,,,,,,,,,,,,,,,,,,,
HMGB1,3146,,,,,,,,,,,,,,,,,,,,,
AFDN,4301,,,,,,,,,,,,,,,,,,,,,
SMG6,23293,,,,,,,,,,,,,,,,,,,,,
PRPF40A,55660,,,,,,,,,,,,,,,,,,,,,
RBM34,23029,,,,,,,,,,,,,,,,,,,,,
ARID4B,23029,51742,,,,,,,,,,,,,,,,,,,,
PHLPP2,23035,,,,,,,,,,,,,,,,,,,,,
LOC101930363,202134,285596,653316,100507387,,,,,,,,,,,,,,,,,,
LOC101930591,55747,253725,387680,,,,,,,,,,,,,,,,,,,
FAM105A,54491,,,,,,,,,,,,,,,,,,,,,
TMF1,7110,,,,,,,,,,,,,,,,,,,,,
AL050136,---,,,,,,,,,,,,,,,,,,,,,
IL9R,---,,,,,,,,,,,,,,,,,,,,,
SLC26A10,65012,,,,,,,,,,,,,,,,,,,,,
NCAM1,4684,,,,,,,,,,,,,,,,,,,,,
APP,351,,,,,,,,,,,,,,,,,,,,,
SUSD5,26032,,,,,,,,,,,,,,,,,,,,,
TMPRSS6,164656,,,,,,,,,,,,,,,,,,,,,
AAK1,22848,,,,,,,,,,,,,,,,,,,,,
ACTL8,81569,,,,,,,,,,,,,,,,,,,,,
TMC6,11322,,,,,,,,,,,,,,,,,,,,,
API5,8539,,,,,,,,,,,,,,,,,,,,,
API5,8539,,,,,,,,,,,,,,,,,,,,,
MTUS2,23281,,,,,,,,,,,,,,,,,,,,,
NUP160,23279,,,,,,,,,,,,,,,,,,,,,
NUP160,23279,,,,,,,,,,,,,,,,,,,,,
214964_at,---,,,,,,,,,,,,,,,,,,,,,
SPATA2L,124044,,,,,,,,,,,,,,,,,,,,,
GRIK5,2901,,,,,,,,,,,,,,,,,,,,,
AU146983,---,,,,,,,,,,,,,,,,,,,,,
DDX51,317781,,,,,,,,,,,,,,,,,,,,,
MAP3K9,4293,,,,,,,,,,,,,,,,,,,,,
ST6GAL1,6480,,,,,,,,,,,,,,,,,,,,,
ST6GAL1,6480,,,,,,,,,,,,,,,,,,,,,
MGEA5,10724,,,,,,,,,,,,,,,,,,,,,
IGHD,3495,,,,,,,,,,,,,,,,,,,,,
CXCL5,6374,,,,,,,,,,,,,,,,,,,,,
MTMR1,8776,,,,,,,,,,,,,,,,,,,,,
SNORD68,6137,606500,,,,,,,,,,,,,,,,,,,,
AK023852,---,,,,,,,,,,,,,,,,,,,,,
PPFIA4,8497,,,,,,,,,,,,,,,,,,,,,
214979_at,---,,,,,,,,,,,,,,,,,,,,,
UBE3A,7337,,,,,,,,,,,,,,,,,,,,,
POSTN,10631,,,,,,,,,,,,,,,,,,,,,
LOC101929240,23020,,,,,,,,,,,,,,,,,,,,,
TTTY15,64595,,,,,,,,,,,,,,,,,,,,,
LOC101060604,81893,100271836,101060596,,,,,,,,,,,,,,,,,,,
EXT1,2131,,,,,,,,,,,,,,,,,,,,,
PPIL2,23759,,,,,,,,,,,,,,,,,,,,,
GAB1,2549,,,,,,,,,,,,,,,,,,,,,
SON,6651,,,,,,,,,,,,,,,,,,,,,
PLEKHA5,---,,,,,,,,,,,,,,,,,,,,,
PIGO,84720,,,,,,,,,,,,,,,,,,,,,
PIGO,84720,,,,,,,,,,,,,,,,,,,,,
DNASE2,1777,,,,,,,,,,,,,,,,,,,,,
ASPHD1,253982,,,,,,,,,,,,,,,,,,,,,
APOBEC3F,200316,,,,,,,,,,,,,,,,,,,,,
APOBEC3F,60489,200316,,,,,,,,,,,,,,,,,,,,
AL079294,---,,,,,,,,,,,,,,,,,,,,,
SCAI,286205,,,,,,,,,,,,,,,,,,,,,
AAK1,22848,,,,,,,,,,,,,,,,,,,,,
RAB11FIP3,9727,,,,,,,,,,,,,,,,,,,,,
FEZ2,9637,,,,,,,,,,,,,,,,,,,,,
GLUL,2752,,,,,,,,,,,,,,,,,,,,,
NPIPA5,23117,440345,595101,613037,728888,100132247,101060275,101060455,101060564,,,,,,,,,,,,,
DGCR9,25787,,,,,,,,,,,,,,,,,,,,,
SUGP1,57794,,,,,,,,,,,,,,,,,,,,,
NECAB2,54550,,,,,,,,,,,,,,,,,,,,,
AK023816,---,,,,,,,,,,,,,,,,,,,,,
TLL2,7093,,,,,,,,,,,,,,,,,,,,,
THAP9-AS1,100499177,,,,,,,,,,,,,,,,,,,,,
BRSK2,9024,,,,,,,,,,,,,,,,,,,,,
SNHG3,6080,8420,,,,,,,,,,,,,,,,,,,,
ZNF451,26036,,,,,,,,,,,,,,,,,,,,,
USP34,9736,,,,,,,,,,,,,,,,,,,,,
KCND3,3752,,,,,,,,,,,,,,,,,,,,,
BICDL1,92558,,,,,,,,,,,,,,,,,,,,,
DST,667,,,,,,,,,,,,,,,,,,,,,
FNBP1L,54874,,,,,,,,,,,,,,,,,,,,,
CEP295,85459,,,,,,,,,,,,,,,,,,,,,
ZNF528,84436,,,,,,,,,,,,,,,,,,,,,
NRXN3,9369,,,,,,,,,,,,,,,,,,,,,
NRXN3,9369,,,,,,,,,,,,,,,,,,,,,
ZNF33B,7582,,,,,,,,,,,,,,,,,,,,,
PEX1,5189,,,,,,,,,,,,,,,,,,,,,
CCZ1B,221960,,,,,,,,,,,,,,,,,,,,,
NTRK3,4916,,,,,,,,,,,,,,,,,,,,,
SCNN1A,6337,,,,,,,,,,,,,,,,,,,,,
RAPGEF3,10411,,,,,,,,,,,,,,,,,,,,,
SEMA6A,57556,,,,,,,,,,,,,,,,,,,,,
AL117451,---,,,,,,,,,,,,,,,,,,,,,
GRSF1,2926,,,,,,,,,,,,,,,,,,,,,
RNF126,55658,,,,,,,,,,,,,,,,,,,,,
RREB1,6239,,,,,,,,,,,,,,,,,,,,,
TM4SF1,4071,,,,,,,,,,,,,,,,,,,,,
TM4SF1,4071,,,,,,,,,,,,,,,,,,,,,
IGLV6-57,28778,,,,,,,,,,,,,,,,,,,,,
215036_at,---,,,,,,,,,,,,,,,,,,,,,
BCL2L1,598,,,,,,,,,,,,,,,,,,,,,
SETD2,29072,,,,,,,,,,,,,,,,,,,,,
LINC01140,339524,,,,,,,,,,,,,,,,,,,,,
RNASEH2B,79621,,,,,,,,,,,,,,,,,,,,,
DOCK9,23348,,,,,,,,,,,,,,,,,,,,,
BMP6,654,,,,,,,,,,,,,,,,,,,,,
GUSBP3,11039,11042,653188,100049076,,,,,,,,,,,,,,,,,,
STAM2,10254,,,,,,,,,,,,,,,,,,,,,
CELF3,11189,,,,,,,,,,,,,,,,,,,,,
KANSL1L,151050,,,,,,,,,,,,,,,,,,,,,
TRIM58,25893,,,,,,,,,,,,,,,,,,,,,
ZNF280B,140883,,,,,,,,,,,,,,,,,,,,,
CD163,9332,,,,,,,,,,,,,,,,,,,,,
MAPKAPK2,9261,,,,,,,,,,,,,,,,,,,,,
AIF1,199,,,,,,,,,,,,,,,,,,,,,
FRMPD4,9758,,,,,,,,,,,,,,,,,,,,,
SRCAP,10847,,,,,,,,,,,,,,,,,,,,,
RGL3,2057,,,,,,,,,,,,,,,,,,,,,
B3GNTL1,146712,,,,,,,,,,,,,,,,,,,,,
AI267546,---,,,,,,,,,,,,,,,,,,,,,
LINC00894,100272228,,,,,,,,,,,,,,,,,,,,,
DENND5B,160518,,,,,,,,,,,,,,,,,,,,,
AA053967,---,,,,,,,,,,,,,,,,,,,,,
LOC101927610,---,,,,,,,,,,,,,,,,,,,,,
METTL10,399818,,,,,,,,,,,,,,,,,,,,,
AL390143,---,,,,,,,,,,,,,,,,,,,,,
LRRC40,55631,,,,,,,,,,,,,,,,,,,,,
SC5D,6309,,,,,,,,,,,,,,,,,,,,,
PHF8,23133,,,,,,,,,,,,,,,,,,,,,
PTPRF,5792,,,,,,,,,,,,,,,,,,,,,
PRDX2,7001,,,,,,,,,,,,,,,,,,,,,
FBXL18,80028,,,,,,,,,,,,,,,,,,,,,
NMT2,9397,,,,,,,,,,,,,,,,,,,,,
RABGAP1,23637,,,,,,,,,,,,,,,,,,,,,
HIST1H2AC,8334,,,,,,,,,,,,,,,,,,,,,
EDRF1,26098,,,,,,,,,,,,,,,,,,,,,
NR2F2,7026,,,,,,,,,,,,,,,,,,,,,
MYO1B,4430,,,,,,,,,,,,,,,,,,,,,
GRB2,2885,,,,,,,,,,,,,,,,,,,,,
COL3A1,1281,,,,,,,,,,,,,,,,,,,,,
COL3A1,---,,,,,,,,,,,,,,,,,,,,,
LOC100129518,6648,100129518,,,,,,,,,,,,,,,,,,,,
AK026723,---,,,,,,,,,,,,,,,,,,,,,
AGAP2,116986,,,,,,,,,,,,,,,,,,,,,
KIAA1024,23251,,,,,,,,,,,,,,,,,,,,,
ELOVL5,60481,,,,,,,,,,,,,,,,,,,,,
AL049263,---,,,,,,,,,,,,,,,,,,,,,
LRRC42,115353,,,,,,,,,,,,,,,,,,,,,
DLEC1,9940,,,,,,,,,,,,,,,,,,,,,
IBTK,25998,,,,,,,,,,,,,,,,,,,,,
C15orf39,56905,,,,,,,,,,,,,,,,,,,,,
SDHC,6391,,,,,,,,,,,,,,,,,,,,,
RBM10,8241,,,,,,,,,,,,,,,,,,,,,
LOC440434,9520,84218,440434,729873,100510707,101060303,101060321,101060351,101060367,101060376,101060389,101060403,101060421,101060440,101060471,101060489,101060506,101060522,,,,
GTF3A,2971,,,,,,,,,,,,,,,,,,,,,
NFAT5,10725,,,,,,,,,,,,,,,,,,,,,
NSDHL,50814,,,,,,,,,,,,,,,,,,,,,
SPICE1,152185,,,,,,,,,,,,,,,,,,,,,
ESD,---,,,,,,,,,,,,,,,,,,,,,
ESD,2098,,,,,,,,,,,,,,,,,,,,,
CAPZB,832,,,,,,,,,,,,,,,,,,,,,
RXRB,6257,,,,,,,,,,,,,,,,,,,,,
RXRB,6257,,,,,,,,,,,,,,,,,,,,,
ADTRP,84830,,,,,,,,,,,,,,,,,,,,,
CXCL5,6374,,,,,,,,,,,,,,,,,,,,,
DPY19L1P1,100129460,,,,,,,,,,,,,,,,,,,,,
CYP2C18,1562,,,,,,,,,,,,,,,,,,,,,
NRIP2,83714,,,,,,,,,,,,,,,,,,,,,
N4BP2L2-IT2,116828,,,,,,,,,,,,,,,,,,,,,
TTC22,55001,,,,,,,,,,,,,,,,,,,,,
TTC22,55001,,,,,,,,,,,,,,,,,,,,,
TOX3,27324,,,,,,,,,,,,,,,,,,,,,
RC3H1,149041,,,,,,,,,,,,,,,,,,,,,
BMS1P21,8512,100288974,,,,,,,,,,,,,,,,,,,,
TSC22D1,8848,,,,,,,,,,,,,,,,,,,,,
MCF2L2,23101,,,,,,,,,,,,,,,,,,,,,
SENP3-EIF4A1,26168,100533955,,,,,,,,,,,,,,,,,,,,
SENP3,26168,,,,,,,,,,,,,,,,,,,,,
NTRK3,4916,,,,,,,,,,,,,,,,,,,,,
DNM1,1759,,,,,,,,,,,,,,,,,,,,,
RAG2,5897,,,,,,,,,,,,,,,,,,,,,
IGH,---,,,,,,,,,,,,,,,,,,,,,
MYO16,23026,,,,,,,,,,,,,,,,,,,,,
SAMD4A,23034,,,,,,,,,,,,,,,,,,,,,
CYAT1,3537,28823,100290481,,,,,,,,,,,,,,,,,,,
TBX6,6911,,,,,,,,,,,,,,,,,,,,,
NPIPA5,23117,440345,613037,728888,100132247,,,,,,,,,,,,,,,,,
ZNF550,162972,,,,,,,,,,,,,,,,,,,,,
UGT1A3,54575,54576,54577,54578,54579,54600,54657,54658,54659,,,,,,,,,,,,,
LINC01314,---,,,,,,,,,,,,,,,,,,,,,
RBMS1,5937,,,,,,,,,,,,,,,,,,,,,
AV704232,---,,,,,,,,,,,,,,,,,,,,,
PIK3C2G,5288,,,,,,,,,,,,,,,,,,,,,
IQCK,124152,,,,,,,,,,,,,,,,,,,,,
IQCK,124152,,,,,,,,,,,,,,,,,,,,,
AL137474,---,,,,,,,,,,,,,,,,,,,,,
LOC102725213,202134,285596,100507387,100507427,,,,,,,,,,,,,,,,,,
PI4K2A,55361,,,,,,,,,,,,,,,,,,,,,
DNPEP,23549,,,,,,,,,,,,,,,,,,,,,
EXOSC8,11340,,,,,,,,,,,,,,,,,,,,,
215137_at,---,,,,,,,,,,,,,,,,,,,,,
KAZN,23254,,,,,,,,,,,,,,,,,,,,,
ARHGEF10,9639,,,,,,,,,,,,,,,,,,,,,
AL109667,---,,,,,,,,,,,,,,,,,,,,,
NOP14-AS1,317648,,,,,,,,,,,,,,,,,,,,,
HYPM,25763,,,,,,,,,,,,,,,,,,,,,
DPY19L2P2,349152,,,,,,,,,,,,,,,,,,,,,
AF007147,---,,,,,,,,,,,,,,,,,,,,,
CNTNAP2,26047,,,,,,,,,,,,,,,,,,,,,
TTC28,23331,,,,,,,,,,,,,,,,,,,,,
AF007147,---,,,,,,,,,,,,,,,,,,,,,
APBA3,9546,,,,,,,,,,,,,,,,,,,,,
AJAP1,---,,,,,,,,,,,,,,,,,,,,,
YOD1,55432,,,,,,,,,,,,,,,,,,,,,
DOCK10,55619,,,,,,,,,,,,,,,,,,,,,
MYB,4602,,,,,,,,,,,,,,,,,,,,,
NOS1AP,9722,,,,,,,,,,,,,,,,,,,,,
ULK2,9706,,,,,,,,,,,,,,,,,,,,,
HEXA,3073,,,,,,,,,,,,,,,,,,,,,
WDR61,80349,,,,,,,,,,,,,,,,,,,,,
PABPC1,26986,,,,,,,,,,,,,,,,,,,,,
DEDD,9191,,,,,,,,,,,,,,,,,,,,,
NADK,65220,,,,,,,,,,,,,,,,,,,,,
FRG1CP,100289097,,,,,,,,,,,,,,,,,,,,,
CAMK1G,57172,,,,,,,,,,,,,,,,,,,,,
RALGAPA1,253959,,,,,,,,,,,,,,,,,,,,,
AK022211,---,,,,,,,,,,,,,,,,,,,,,
AL049279,---,,,,,,,,,,,,,,,,,,,,,
UMPS,7372,,,,,,,,,,,,,,,,,,,,,
IGSF9B,22997,,,,,,,,,,,,,,,,,,,,,
MED14,9282,,,,,,,,,,,,,,,,,,,,,
TIMM17A,10440,,,,,,,,,,,,,,,,,,,,,
SLC35E2B,9906,,,,,,,,,,,,,,,,,,,,,
CEP152,22995,,,,,,,,,,,,,,,,,,,,,
TIMM17A,10440,,,,,,,,,,,,,,,,,,,,,
PTPN20,26095,653129,,,,,,,,,,,,,,,,,,,,
DNAAF1,123872,,,,,,,,,,,,,,,,,,,,,
FMO6P,388714,,,,,,,,,,,,,,,,,,,,,
PCNX1,22990,,,,,,,,,,,,,,,,,,,,,
IGK,3514,50802,,,,,,,,,,,,,,,,,,,,
ITGA6,3655,,,,,,,,,,,,,,,,,,,,,
NAAA,27163,,,,,,,,,,,,,,,,,,,,,
PGF,5228,,,,,,,,,,,,,,,,,,,,,
AL109703,---,,,,,,,,,,,,,,,,,,,,,
